depvar;genitive_type;por_length_words;pum_length_words;animacy;alpha_persistence_S;alpha_persistence_OF;alpha_persistence_NN;beta_persistence_S;beta_persistence_OF;beta_persistence_NN;TTR;por_thematicity_ptw;pum_thematicity_ptw;final_sibilancy;time;por_head_noun;pum_head_noun;register;filename;period;year;gen_phrase
0;OF;2;2;non-animate;no;no;no;no;yes;no;45;0.49;0.98;yes;-0.185451562;OTHER;part;science;1825john;1800-1849;1825;the under part of leaves stones
0;OF;4;1;animate;no;yes;yes;no;yes;yes;44;0.98;0.49;no;-0.185451562;author;OTHER;science;1825john;1800-1849;1825;the liberality of its very ingenious author
0;OF;1;3;animate;no;yes;no;no;yes;no;43;7.82;0.98;no;-0.185451562;OTHER;powers;science;1825john;1800-1849;1825;the considerable reproductive powers of the planariae
0;OF;1;4;non-animate;no;no;no;no;yes;no;46;0.49;0.49;no;-0.185451562;OTHER;OTHER;science;1825john;1800-1849;1825;the practicability of this measure
0;OF;1;2;non-animate;no;yes;no;no;yes;no;41;0.46;0.46;no;-0.185451562;air;OTHER;science;1825kate;1800-1849;1825;the slightest breath of air
0;OF;1;2;non-animate;no;yes;no;no;yes;no;40;0.46;1.39;no;-0.185451562;carriage;OTHER;science;1825kate;1800-1849;1825;the distant passing of a carriage
0;OF;5;2;non-animate;no;yes;no;no;yes;no;35;0.93;2.32;yes;-0.185451562;parts;OTHER;science;1825kate;1800-1849;1825;the relative positions of the different parts of the instrument
0;OF;1;4;non-animate;no;no;no;no;yes;no;40;6.51;3.72;no;-0.185451562;star;distance;science;1825kate;1800-1849;1825;the altitude or zenith distance of the star
0;OF;3;1;non-animate;no;yes;yes;no;yes;yes;41;0.93;0.93;no;-0.185451562;OTHER;manner;science;1825kate;1800-1849;1825;the manner of using an instrument
0;OF;4;1;non-animate;no;yes;yes;no;yes;yes;39;0.93;0.46;yes;-0.185451562;OTHER;value;science;1825kate;1800-1849;1825;the value of the divisions of the scale
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;33;5.11;0.93;no;-0.185451562;OTHER;situation;science;1825kate;1800-1849;1825;the situation of this line
0;OF;2;2;non-animate;no;no;no;no;no;yes;41;7.9;2.79;no;-0.185451562;instrument;OTHER;science;1825kate;1800-1849;1825;the object glass of the former instrument
0;OF;1;2;non-animate;no;yes;no;no;yes;yes;43;4.65;3.72;yes;-0.185451562;OTHER;distance;science;1825kate;1800-1849;1825;the angular distance of the wires
0;OF;6;2;non-animate;no;yes;yes;no;yes;yes;43;0.46;3.25;no;-0.185451562;OTHER;means;science;1825kate;1800-1849;1825;by means of a theodolite placed near the object glass
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;40;0.46;0.93;no;-0.185451562;OTHER;end;science;1825kate;1800-1849;1825;the end of his communication
0;OF;1;1;non-animate;no;no;no;no;no;no;44;5.58;0.93;no;-0.185451562;OTHER;OTHER;science;1825kate;1800-1849;1825;the bubble of the level
0;OF;1;1;non-animate;no;yes;no;no;yes;no;41;1.86;0.46;no;-0.185451562;OTHER;OTHER;science;1825kate;1800-1849;1825;the slit of the observatory
0;OF;3;3;non-animate;no;yes;no;no;yes;yes;41;2.79;0.46;no;-0.185451562;OTHER;OTHER;science;1825kate;1800-1849;1825;the defects and inconveniences of each of these
0;OF;3;1;non-animate;no;yes;no;no;yes;yes;35;0.46;0.46;yes;-0.185451562;OTHER;course;science;1825kate;1800-1849;1825;the course of some former enquiries
0;OF;2;2;non-animate;no;no;no;no;yes;no;42;1.39;3.25;no;-0.185451562;OTHER;means;science;1825kate;1800-1849;1825;the ready means of extreme accuracy
0;OF;1;1;non-animate;no;yes;no;no;yes;no;43;0.93;0.46;yes;-0.185451562;OTHER;OTHER;science;1825kate;1800-1849;1825;fear of those errors
0;OF;6;1;non-animate;no;yes;no;no;yes;no;40;0.93;0.93;yes;-0.185451562;OTHER;middle;science;1825kate;1800-1849;1825;the middle of the longer sides of the oak support
0;OF;3;1;non-animate;no;yes;no;no;yes;yes;42;1.46;0.49;no;-0.185451562;month;end;science;1825kidd;1800-1849;1825;the end of about a month
0;OF;1;1;non-animate;no;yes;no;no;yes;no;36;0.49;0.49;no;-0.185451562;season;OTHER;science;1825kidd;1800-1849;1825;the inclemency of the season
0;OF;3;1;non-animate;no;yes;yes;no;yes;yes;37;1.46;0.49;yes;-0.185451562;OTHER;OTHER;science;1825kidd;1800-1849;1825;the rudiments of their future wings
0;OF;1;1;animate;no;no;no;no;yes;no;44;0.49;0.49;yes;-0.185451562;others;authority;science;1825kidd;1800-1849;1825;the authority of others
0;OF;1;1;animate;no;yes;no;no;yes;yes;37;0.49;0.97;no;-0.185451562;OTHER;OTHER;science;1825kidd;1800-1849;1825;the pneumora of lamarck
0;OF;9;2;non-animate;no;yes;no;no;yes;yes;35;2.92;0.97;no;-0.185451562;part;OTHER;science;1825kidd;1800-1849;1825;the 84th plate of the first part of sir e homes comparative anatomy
0;OF;6;1;non-animate;no;yes;no;yes;yes;yes;42;0.49;0.49;yes;-0.185451562;OTHER;OTHER;science;1825kidd;1800-1849;1825;the vicinity of meadows and of fields of corn
0;OF;4;2;non-animate;no;yes;no;no;yes;no;38;0.49;1.46;yes;-0.185451562;OTHER;accuracy;science;1825kidd;1800-1849;1825;the general accuracy of the foregoing remarks of rosel
0;OF;1;2;animate;no;yes;no;no;yes;no;37;6.32;0.97;no;-0.185451562;OTHER;history;science;1825kidd;1800-1849;1825;the natural history of this insect
0;OF;1;1;animate;no;yes;no;no;yes;no;35;1.46;0.49;yes;-0.185451562;OTHER;neighbourhood;science;1825kidd;1800-1849;1825;the neighbourhood of these peat-bogs
0;OF;4;1;non-animate;no;yes;no;no;yes;no;42;1.94;0.97;yes;-0.185451562;species;OTHER;science;1825kidd;1800-1849;1825;the anatomy of a single species of caterpillar
0;OF;2;1;animate;no;yes;no;no;yes;no;38;1.46;2.43;no;-0.185451562;OTHER;case;science;1825kidd;1800-1849;1825;the case of a single individual
0;OF;1;2;animate;no;no;no;no;yes;yes;40;4.37;0.49;no;-0.185451562;animal;operations;science;1825kidd;1800-1849;1825;the mining operations of the animal
0;OF;2;1;animate;no;yes;no;no;yes;yes;40;0.49;0.49;yes;-0.185451562;OTHER;OTHER;science;1825kidd;1800-1849;1825;the accounts of different authors
0;OF;1;4;animate;no;no;no;no;no;no;45;0.49;5.34;no;-0.185451562;OTHER;parts;science;1825kidd;1800-1849;1825;the flesh and softer parts of the vanquished
1;S;2;1;animate;no;yes;no;no;yes;no;41;5.34;0.49;no;-0.185451562;other;OTHER;science;1825kidd;1800-1849;1825;others attacks
0;OF;4;1;animate;yes;no;no;yes;yes;no;43;1.94;0.97;yes;-0.185451562;OTHER;stomach;science;1825kidd;1800-1849;1825;the stomach of the pneumora and gryllus virridissimus
0;OF;2;2;non-animate;no;yes;yes;no;yes;yes;45;1.94;0.97;no;-0.185451562;OTHER;characters;science;1825kidd;1800-1849;1825;external characters of the perfect gryllotalpa
0;OF;5;2;non-animate;no;no;no;no;yes;no;38;2.92;1.94;no;-0.185451562;part;form;science;1825kidd;1800-1849;1825;the arched form of the anterior part of the thorax
0;OF;1;1;animate;no;yes;no;no;yes;no;41;0.49;0.97;no;-0.185451562;OTHER;manner;science;1825kidd;1800-1849;1825;the manner of a tortoise
0;OF;2;2;non-animate;no;yes;no;no;yes;no;39;1.46;0.49;yes;-0.185451562;OTHER;OTHER;science;1825kidd;1800-1849;1825;the same flexibility of the connecting membranes
0;OF;1;1;non-animate;no;yes;no;no;yes;no;35;4.86;0.49;no;-0.185451562;body;rest;science;1825kidd;1800-1849;1825;the rest of the body
0;OF;9;3;non-animate;no;yes;no;no;yes;no;37;0.97;0.97;yes;-0.185451562;OTHER;OTHER;science;1825kidd;1800-1849;1825;the best engravings also of the external characters of the animal in its different states
0;OF;1;1;non-animate;no;yes;no;no;yes;no;37;0.97;0.49;yes;-0.185451562;OTHER;value;science;1825kidd;1800-1849;1825;the value of these engravings
0;OF;5;2;non-animate;no;no;no;no;yes;yes;45;0.99;0.99;no;-0.185451562;OTHER;OTHER;science;1825pond;1800-1849;1825;the annual variations of some of the fixed stars
1;S;2;1;animate;no;no;no;no;yes;yes;45;0.5;0.99;no;-0.185451562;OTHER;observations;science;1825pond;1800-1849;1825;brinkleys observations
0;OF;2;1;non-animate;no;no;no;no;yes;no;39;0.5;0.5;no;-0.185451562;refraction;OTHER;science;1825pond;1800-1849;1825;the uncertainty of astronomical refraction
0;OF;1;2;non-animate;no;yes;yes;no;yes;yes;37;0.99;0.5;no;-0.185451562;OTHER;OTHER;science;1825pond;1800-1849;1825;the mere inspection of the figure
0;OF;1;1;non-animate;no;yes;no;no;yes;no;40;0.5;0.5;yes;-0.185451562;OTHER;examination;science;1825pond;1800-1849;1825;the examination of these tables
0;OF;4;1;non-animate;no;yes;no;no;yes;no;40;4.96;0.5;yes;-0.185451562;OTHER;determination;science;1825pond;1800-1849;1825;the determination of such very small quantities
0;OF;2;2;non-animate;no;yes;no;no;yes;yes;35;1.49;1.49;yes;-0.185451562;OTHER;OTHER;science;1825pond;1800-1849;1825;the relative intensities of the two lights
0;OF;1;2;non-animate;no;yes;no;no;yes;yes;34;7.44;2.97;no;-0.185451562;instrument;OTHER;science;1825pond;1800-1849;1825;the adjacent ends of the instrument
0;OF;2;1;non-animate;no;yes;no;no;yes;no;30;2.48;0.99;yes;-0.185451562;OTHER;OTHER;science;1825pond;1800-1849;1825;the squares of the respective distances
0;OF;3;1;non-animate;no;no;no;no;yes;no;34;1.98;1.98;no;-0.185451562;number;OTHER;science;1825pond;1800-1849;1825;the square of the number of inches
1;S;2;1;animate;no;yes;no;no;yes;no;42;0.5;3.97;no;-0.185451562;OTHER;OTHER;science;1825pond;1800-1849;1825;leslies photometer
0;OF;3;1;non-animate;no;yes;no;no;yes;no;42;0.5;0.5;yes;-0.185451562;years;space;science;1825pond;1800-1849;1825;the space of a very few years
0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;33;5.95;1.49;no;-0.185451562;one;OTHER;science;1825pond;1800-1849;1825;the delicacy of the one
0;OF;2;1;animate;no;yes;no;no;yes;yes;41;0.99;0.5;no;-0.185451562;animal;OTHER;science;1825pond;1800-1849;1825;the osteology of this extraordinary animal
1;S;2;1;animate;no;yes;yes;no;yes;yes;42;0.5;0.5;no;-0.185451562;OTHER;OTHER;science;1825pond;1800-1849;1825;leonards forests
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;37;0.5;0.99;yes;-0.185451562;OTHER;OTHER;science;1825pond;1800-1849;1825;the animals of that genus
0;OF;7;2;non-animate;no;no;no;no;yes;no;13;7.27;0.48;yes;-0.185451562;OTHER;OTHER;science;1825weav;1800-1849;1825;the frequent occurrence of the remains of the gigantic elk in ireland
0;OF;2;1;animate;no;yes;no;no;yes;no;41;0.97;0.48;no;-0.185451562;OTHER;OTHER;science;1825weav;1800-1849;1825;liberality of the reverend archdeacon
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;40;1.45;0.48;no;-0.185451562;society;OTHER;science;1825weav;1800-1849;1825;the museum of that society
1;S;2;1;animate;no;yes;no;no;yes;yes;38;2.42;0.48;no;-0.185451562;OTHER;OTHER;science;1825weav;1800-1849;1825;maunsells discoveries
0;OF;3;1;non-animate;yes;no;no;yes;yes;no;41;0.48;1.45;no;-0.185451562;OTHER;OTHER;science;1825weav;1800-1849;1825;the west of the village of dundrum
0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;42;2.91;0.48;yes;-0.185451562;OTHER;characters;science;1825weav;1800-1849;1825;the characters of recent shells
0;OF;1;3;non-animate;no;no;no;no;yes;no;46;7.27;0.48;yes;-0.185451562;OTHER;OTHER;science;1825weav;1800-1849;1825;the nearly constant distribution of these remains
1;S;2;1;animate;no;yes;no;no;yes;yes;44;2.42;0.48;no;-0.185451562;OTHER;OTHER;science;1825weav;1800-1849;1825;maunsells researches
0;OF;2;1;animate;no;yes;no;no;yes;no;45;3.39;0.48;no;-0.185451562;animal;OTHER;science;1825weav;1800-1849;1825;the pelvis of an adult animal
0;OF;3;2;animate;yes;no;no;yes;yes;yes;42;0.97;0.48;no;-0.185451562;OTHER;assistance;science;1825weav;1800-1849;1825;the able assistance of mr john hart
0;OF;6;1;non-animate;no;yes;no;no;yes;no;39;0.48;0.48;no;-0.185451562;OTHER;OTHER;science;1825weav;1800-1849;1825;the cavity of one shank bone which was broke
0;OF;3;1;non-animate;no;yes;yes;no;yes;yes;42;0.97;0.97;yes;-0.185451562;years;space;science;1825weav;1800-1849;1825;the space of the last twenty years
1;S;2;12;animate;no;yes;no;no;yes;yes;41;0.48;0.97;no;-0.185451562;OTHER;account;science;1825weav;1800-1849;1825;professor henslows account of the curraghsn or peat bogs of the isle of man
0;OF;9;4;non-animate;yes;yes;no;yes;yes;yes;42;0.97;0.97;yes;-0.185451562;OTHER;account;science;1825weav;1800-1849;1825;professor henslows account of the curraghsn or peat bogs of the isle of man
0;OF;2;1;animate;yes;yes;no;yes;yes;yes;41;4.36;7.27;no;-0.185451562;OTHER;remains;science;1825weav;1800-1849;1825;remains of the gigantic elk
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;43;1.45;1.45;no;-0.185451562;society;attention;science;1825weav;1800-1849;1825;the attention of the royal society
0;OF;2;1;animate;no;no;no;no;yes;no;45;0.48;0.48;no;-0.185451562;OTHER;kindness;science;1825weav;1800-1849;1825;the kindness of mr gordon
0;OF;8;2;non-animate;no;yes;no;no;yes;no;46;0.97;0.97;no;-0.185451562;OTHER;OTHER;science;1825weav;1800-1849;1825;considerable quantities of a fluid obtained during the compression of oil gas
0;OF;2;2;non-animate;no;yes;no;no;yes;yes;39;1.37;4.1;yes;-0.185451562;OTHER;OTHER;science;1825wood;1800-1849;1825;the exact adjustment of large instruments
0;OF;2;1;non-animate;no;yes;no;no;yes;no;37;0.46;0.46;yes;-0.185451562;OTHER;space;science;1825wood;1800-1849;1825;the space of a few hours
0;OF;4;3;non-animate;no;yes;no;no;yes;no;37;2.28;1.37;no;-0.185451562;OTHER;degree;science;1825wood;1800-1849;1825;the nature and degree of the deviation of the instrument
0;OF;3;1;non-animate;no;yes;yes;no;yes;yes;40;2.73;4.1;no;-0.185451562;OTHER;OTHER;science;1825wood;1800-1849;1825;the adjustment of the line of collimation
0;OF;5;2;non-animate;no;yes;yes;no;yes;yes;41;0.46;2.28;no;-0.185451562;OTHER;means;science;1825wood;1800-1849;1825;by means of the reversion of the transit instrument
0;OF;4;1;non-animate;yes;no;no;yes;yes;yes;40;3.19;0.91;no;-0.185451562;OTHER;examination;science;1825wood;1800-1849;1825;the examination of the horizontality of the axis
0;OF;1;1;non-animate;no;yes;no;no;yes;no;37;1.82;1.82;yes;-0.185451562;OTHER;latitude;science;1825wood;1800-1849;1825;the latitude of cambridge
0;OF;1;1;non-animate;no;no;no;no;yes;yes;43;0.46;0.46;no;-0.185451562;OTHER;OTHER;science;1825wood;1800-1849;1825;the affair of an instant
0;OF;2;1;non-animate;no;no;no;no;yes;yes;39;1.82;1.82;no;-0.185451562;OTHER;OTHER;science;1825wood;1800-1849;1825;the east of the middle wire
0;OF;2;1;non-animate;no;yes;no;no;yes;no;39;1.82;1.82;no;-0.185451562;OTHER;OTHER;science;1825wood;1800-1849;1825;the east of the middle wire
0;OF;3;2;non-animate;no;yes;yes;no;yes;no;40;1.37;1.82;no;-0.185451562;OTHER;OTHER;science;1825wood;1800-1849;1825;the middle wire of a small transit telescope
1;S;2;1;animate;yes;yes;yes;yes;yes;yes;39;0.46;1.37;no;-0.185451562;OTHER;OTHER;science;1825wood;1800-1849;1825;cattons observatory
0;OF;2;1;non-animate;yes;no;yes;yes;no;yes;41;7.29;4.56;yes;-0.185451562;stars;observations;science;1825wood;1800-1849;1825;observations of the same stars
0;OF;3;1;non-animate;no;yes;no;no;yes;no;40;1.37;3.19;no;-0.185451562;OTHER;difference;science;1825wood;1800-1849;1825;the difference of its observed passage
0;OF;4;1;non-animate;no;yes;no;no;yes;no;39;3.19;3.19;yes;-0.185451562;OTHER;difference;science;1825wood;1800-1849;1825;the difference of the errors of the clock
0;OF;4;1;non-animate;no;yes;no;no;yes;no;37;3.19;3.19;yes;-0.185451562;OTHER;difference;science;1825wood;1800-1849;1825;the difference of the errors of the clock
0;OF;2;1;non-animate;no;no;no;no;yes;no;44;4.56;2.28;no;-0.185451562;star;means;science;1825wood;1800-1849;1825;means of a fourth star
0;OF;2;1;non-animate;no;yes;no;no;yes;no;44;1.82;0.91;no;-0.185451562;cause;existence;science;1825wood;1800-1849;1825;the existence of a third cause
0;OF;2;1;non-animate;no;no;no;no;yes;no;43;4.56;1.37;yes;-0.185451562;observations;case;science;1825wood;1800-1849;1825;the case of bradleys observations
1;S;1;1;animate;no;yes;no;no;yes;no;42;0.46;4.56;no;-0.185451562;OTHER;observations;science;1825wood;1800-1849;1825;bradleys observations
0;OF;2;1;non-animate;no;yes;no;no;yes;no;36;4.56;0.46;yes;-0.185451562;OTHER;OTHER;science;1825wood;1800-1849;1825;the solutions of the resulting equations
0;OF;1;1;non-animate;no;yes;no;no;yes;no;37;1.82;1.82;yes;-0.185451562;OTHER;latitude;science;1825wood;1800-1849;1825;the latitude of cambridge
1;S;1;1;non-animate;no;yes;yes;no;yes;yes;37;4.56;2.28;no;-0.185451562;star;place;science;1825wood;1800-1849;1825;stars place
0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;41;2.28;0.46;yes;-0.185451562;OTHER;OTHER;science;1825wood;1800-1849;1825;the comparison of the passages
0;OF;4;1;non-animate;no;yes;no;no;yes;yes;39;7.29;4.56;yes;-0.185451562;stars;method;science;1825wood;1800-1849;1825;the method of high and low stars
0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;37;1.82;0.91;no;-0.185451562;OTHER;existence;science;1825wood;1800-1849;1825;the existence of such uncertainty
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;45;1.18;1.18;no;-0.175451562;range;top;letters;1826disr.x5b;1800-1849;1826;the top of the range
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;43;1.18;1.18;no;-0.175451562;OTHER;midst;letters;1826disr.x5b;1800-1849;1826;the midst of eternal snow
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;41;1.18;1.18;yes;-0.175451562;OTHER;OTHER;letters;1826disr.x5b;1800-1849;1826;the snows of centuries
0;OF;1;3;non-animate;no;yes;no;no;yes;no;45;1.18;1.18;no;-0.175451562;month;OTHER;letters;1826disr.x5b;1800-1849;1826;27th or 28th of this month
0;OF;6;1;non-animate;no;no;no;no;no;yes;47;7.09;1.18;no;-0.175451562;letter;receipt;letters;1826disr.x5b;1800-1849;1826;the receipt of a letter of rather an agitating nature
1;S;1;1;animate;no;yes;no;no;yes;no;45;1.18;1.18;no;-0.175451562;OTHER;OTHER;letters;1826disr.x5b;1800-1849;1826;jems fortune
0;OF;2;1;animate;no;no;no;no;no;no;47;2.36;1.18;yes;-0.175451562;OTHER;OTHER;letters;1826disr.x5b;1800-1849;1826;the portrait of charles 1st
1;S;2;2;animate;no;yes;no;no;no;no;41;5.62;5.62;no;-0.165451562;OTHER;OTHER;letters;1827blak.x5b;1800-1849;1827;ottleys advantageous acquaintance
0;OF;4;2;non-animate;no;no;no;no;no;yes;46;3.11;3.11;no;-0.125451562;OTHER;OTHER;letters;1831brnt.x5b;1800-1849;1831;the perfect restoration of our dear papas health
1;S;1;1;animate;no;yes;no;no;yes;yes;45;3.11;3.11;no;-0.125451562;OTHER;health;letters;1831brnt.x5b;1800-1849;1831;papas health
0;OF;2;3;animate;no;no;no;no;no;yes;41;3.11;3.11;no;-0.125451562;OTHER;resignation;letters;1831brnt.x5b;1800-1849;1831;the expulsion or resignation of earl grey
1;S;1;1;animate;no;no;no;no;yes;yes;45;3.11;3.11;no;-0.125451562;OTHER;OTHER;letters;1831brnt.x5b;1800-1849;1831;frasers magazine
0;OF;2;2;non-animate;no;no;no;no;no;no;20;0.42;0.42;no;-0.105451562;OTHER;object;news;1833tim1.n5b;1800-1849;1833;the immediate object of its mission
0;OF;5;1;animate;no;yes;no;no;yes;yes;43;0.42;0.84;no;-0.105451562;gentlemen;hands;news;1833tim1.n5b;1800-1849;1833;the hands of independent though not affluent gentlemen
0;OF;2;1;non-animate;no;yes;no;no;yes;no;43;0.84;0.42;no;-0.105451562;OTHER;OTHER;news;1833tim1.n5b;1800-1849;1833;the coffers of the monied oligarchy
0;OF;5;1;animate;no;yes;no;no;yes;no;44;0.42;0.42;yes;-0.105451562;OTHER;OTHER;news;1833tim1.n5b;1800-1849;1833;the dominion of a few great proprietors or capitalists
0;OF;2;1;non-animate;no;no;yes;no;yes;yes;44;2.1;0.42;no;-0.105451562;OTHER;OTHER;news;1833tim1.n5b;1800-1849;1833;the creation of such majority
0;OF;2;2;non-animate;no;yes;yes;no;yes;yes;41;5.04;0.84;no;-0.105451562;OTHER;portion;news;1833tim1.n5b;1800-1849;1833;the larger portion of the national will
0;OF;2;1;non-animate;no;yes;no;no;yes;no;40;0.84;0.42;no;-0.105451562;OTHER;OTHER;news;1833tim1.n5b;1800-1849;1833;the performance of an honourable duty
0;OF;2;1;non-animate;no;yes;no;no;yes;no;40;1.26;0.42;no;-0.105451562;OTHER;OTHER;news;1833tim1.n5b;1800-1849;1833;the discharge of a solemn trust
0;OF;2;1;non-animate;no;yes;no;no;yes;no;40;0.42;0.42;no;-0.105451562;OTHER;OTHER;news;1833tim1.n5b;1800-1849;1833;the enjoyment of a valued privilege
0;OF;2;4;non-animate;no;yes;no;no;yes;no;41;0.42;0.42;no;-0.105451562;constitution;OTHER;news;1833tim1.n5b;1800-1849;1833;the whole spirit and context of our constitution
0;OF;1;2;animate;no;no;no;no;yes;no;45;0.84;2.1;no;-0.105451562;people;OTHER;news;1833tim1.n5b;1800-1849;1833;the undisputed majority of the people
0;OF;2;1;non-animate;no;no;no;no;yes;no;41;4.2;0.84;no;-0.105451562;army;feelings;news;1833tim1.n5b;1800-1849;1833;the feelings of the belgian army
0;OF;1;1;non-animate;no;yes;no;no;yes;no;41;3.36;0.42;no;-0.105451562;OTHER;neighbourhood;news;1833tim1.n5b;1800-1849;1833;the neighbourhood of antwerp
0;OF;1;1;non-animate;no;yes;no;no;yes;no;41;1.26;1.26;no;-0.105451562;OTHER;OTHER;news;1833tim1.n5b;1800-1849;1833;the surrender of the citadel
0;OF;3;2;non-animate;no;yes;no;no;yes;yes;43;0.42;0.42;no;-0.105451562;OTHER;presence;news;1833tim1.n5b;1800-1849;1833;the further presence of a great national armament
0;OF;3;1;non-animate;no;yes;no;no;yes;no;25;1.26;0.42;no;-0.105451562;OTHER;OTHER;news;1833tim1.n5b;1800-1849;1833;the capture of the citadel of antwerp
0;OF;1;3;non-animate;no;no;no;no;yes;no;45;2.94;0.42;no;-0.105451562;OTHER;OTHER;news;1833tim1.n5b;1800-1849;1833;the most speedy evacuation of belgium
0;OF;1;3;non-animate;no;yes;no;no;yes;no;44;1.26;1.26;no;-0.105451562;europe;powers;news;1833tim1.n5b;1800-1849;1833;the great absolute powers of europe
