depvar;depvar_binary;genitive_type;por_length_words;pum_length_words;animacy;alpha_persistence_S;alpha_persistence_OF;alpha_persistence_NN;beta_persistence_S;beta_persistence_OF;beta_persistence_NN;TTR;por_thematicity_ptw;pum_thematicity_ptw;final_sibilancy;time;por_head_noun;pum_head_noun;register;filename;period;year;gen_phrase
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;41;2.92;0.49;yes;0.304548438;particles;presence;science;1874klei;1850-1899;1874;the presence of organic particles
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;40;0.49;0.97;no;0.304548438;OTHER;OTHER;science;1874klei;1850-1899;1874;the carriers of the contagion
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;35;0.97;6.8;no;0.304548438;OTHER;OTHER;science;1874klei;1850-1899;1874;the lymph of vaccine
1;0;OF;2;2;animate;no;no;no;no;yes;no;18;3.73;4.66;no;0.304548438;OTHER;development;science;1874lank;1850-1899;1874;the early development of pisidium pusillum
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;37;3.73;0.47;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the oviduct of pisidium pusillum
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;43;1.4;0.47;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the inception of deutoplasm
1;0;OF;1;5;non-animate;no;yes;no;no;yes;no;38;1.4;0.47;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the original germinal vesicle and spot of the egg-cell
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;38;2.33;0.93;no;0.304548438;OTHER;presence;science;1874lank;1850-1899;1874;the presence of the membranous envelope
1;0;OF;1;2;non-animate;no;no;no;no;no;yes;40;4.66;1.4;no;0.304548438;development;stages;science;1874lank;1850-1899;1874;the first stages of development
1;0;OF;1;2;non-animate;no;no;no;no;yes;no;41;0.47;3.26;no;0.304548438;OTHER;surface;science;1874lank;1850-1899;1874;the grooved surface of the yelk
1;0;OF;5;1;non-animate;no;yes;no;no;yes;no;34;1.4;2.33;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the invagination of a part of the superficial cells
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;33;0.47;2.33;no;0.304548438;OTHER;form;science;1874lank;1850-1899;1874;the form of a cap
1;0;OF;6;1;non-animate;no;yes;no;no;yes;no;32;2.33;0.47;no;0.304548438;OTHER;occurrence;science;1874lank;1850-1899;1874;the occurrence of this primitive invagination of the embryonal polyplast
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;35;2.33;0.47;no;0.304548438;OTHER;production;science;1874lank;1850-1899;1874;the production of a form
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;36;2.33;0.93;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the aperture of invagination
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;37;0.47;0.93;yes;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;a pair of brood-cavities
1;0;OF;5;1;non-animate;no;yes;no;no;yes;no;34;0.47;0.47;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the representatives of the ectoderm and endoderm of caelenterata
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;31;4.19;2.33;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the membranous envelope of the egg
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;41;0.93;0.47;yes;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the lips of the orifice of invagination
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;38;0.47;0.47;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the root of the inner gill-lamella
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;38;0.47;2.33;no;0.304548438;OTHER;condition;science;1874lank;1850-1899;1874;the condition of a granulal protoplasm
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;42;0.47;0.93;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the focus of the microscope
1;0;OF;2;2;non-animate;no;yes;no;no;yes;yes;44;2.33;3.26;no;0.304548438;OTHER;surface;science;1874lank;1850-1899;1874;the inner surface of the epiblastic wall
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;38;3.73;0.47;no;0.304548438;OTHER;commencement;science;1874lank;1850-1899;1874;the commencement of the mesoblast
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;39;5.13;1.86;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the large nuclei of the epiblast
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;40;1.4;1.86;no;0.304548438;OTHER;appearance;science;1874lank;1850-1899;1874;the appearance of a hypoblastic cell
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;38;0.47;4.66;yes;0.304548438;species;development;science;1874lank;1850-1899;1874;the development of species of cyclas
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;43;3.73;1.86;no;0.304548438;OTHER;origin;science;1874lank;1850-1899;1874;the origin of the mesoblast
1;0;OF;2;2;non-animate;no;no;no;no;yes;yes;41;1.4;0.47;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the various classes of the animal kingdom
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;40;1.86;0.47;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the attachment of the rectal peduncle
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;38;0.47;0.47;yes;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the questions of histogenesis
1;0;OF;5;1;non-animate;no;yes;no;no;yes;no;41;1.4;0.93;no;0.304548438;OTHER;character;science;1874lank;1850-1899;1874;the character of its cells and their arrangement
1;0;OF;2;1;non-animate;no;no;no;no;no;no;42;4.19;0.93;yes;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the strings of branched corpuscles
1;0;OF;2;2;non-animate;no;yes;no;no;yes;no;37;0.93;0.47;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the real foundations of the muscular tissue
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;38;0.450653447;1.86;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the primitive elements of the nerveganglia
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;43;4.66;1.86;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the mass of the hypoblast
1;0;OF;3;2;non-animate;no;yes;no;no;yes;yes;34;4.66;1.4;no;0.304548438;development;OTHER;science;1874lank;1850-1899;1874;the corresponding stage of development of aplysia
1;0;OF;7;1;non-animate;no;yes;no;no;yes;no;39;3.26;1.4;yes;0.304548438;surface;OTHER;science;1874lank;1850-1899;1874;the ciliation of the surface of some of these mesoblastic cells
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;40;5.13;3.26;no;0.304548438;OTHER;surface;science;1874lank;1850-1899;1874;the outer surface of the epiblast
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;36;3.73;1.4;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;the ciliation of the mesoblastic cavity
1;0;OF;1;1;animate;yes;yes;no;yes;yes;no;37;0.47;0.47;no;0.304548438;OTHER;OTHER;science;1874lank;1850-1899;1874;peritoneum of the frog
1;0;OF;6;2;non-animate;yes;yes;no;no;yes;no;38;0.47;0.47;yes;0.304548438;OTHER;volume;science;1874lass;1850-1899;1874;the eighteenth volume of memoirs of the royal astronomical society
1;0;OF;2;1;non-animate;yes;yes;no;no;yes;no;34;1.88;0.94;no;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;throw of the quick-moving crank
1;0;OF;3;2;non-animate;yes;no;no;no;yes;no;42;0.94;0.47;no;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;the elegant improvement of a train of wheels
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;41;4.7;1.88;no;0.304548438;OTHER;parts;science;1874lass;1850-1899;1874;the same parts of the machine
1;0;OF;4;1;non-animate;no;no;no;no;yes;no;42;1.41;0.47;no;0.304548438;OTHER;form;science;1874lass;1850-1899;1874;the form of the plate and bracket b
1;0;OF;6;1;non-animate;no;no;no;no;no;yes;41;4.23;1.88;no;0.304548438;OTHER;axis;science;1874lass;1850-1899;1874;the axis of the pinion or wheel of 26 teeth
1;0;OF;2;4;non-animate;no;yes;no;no;yes;no;45;2.35;0.47;no;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;the upper and lower plates of frame b
1;0;OF;2;3;non-animate;no;yes;no;no;yes;no;42;3.76;1.41;no;0.304548438;plate;OTHER;science;1874lass;1850-1899;1874;the downward projecting tube of plate c
1;0;OF;1;2;non-animate;no;no;no;no;no;no;39;7.52;4.23;no;0.304548438;shaft;OTHER;science;1874lass;1850-1899;1874;the upper wheel of the shaft
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;35;1.41;7.52;no;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;the shaft of the tangent-screw
3;1;NN;2;1;non-animate;no;yes;no;no;yes;no;36;3.76;3.29;yes;0.304548438;inches;diameter;science;1874lass;1850-1899;1874;9 NN-inches diameter
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;40;0.47;0.47;no;0.304548438;OTHER;middle;science;1874lass;1850-1899;1874;the middle of the tangentscrew
1;0;OF;1;2;non-animate;no;yes;yes;no;yes;yes;35;7.52;4.23;no;0.304548438;shaft;OTHER;science;1874lass;1850-1899;1874;the lower wheel of the shaft
1;0;OF;1;2;non-animate;yes;no;no;no;yes;yes;44;1.88;0.47;no;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;the available aperture of the mirror
1;0;OF;1;2;non-animate;no;yes;yes;no;yes;yes;37;7.52;1.41;no;0.304548438;shaft;end;science;1874lass;1850-1899;1874;the lower end of the shaft
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;42;0.47;1.88;no;0.304548438;OTHER;size;science;1874lass;1850-1899;1874;the size of the crank-pin
1;0;OF;2;2;non-animate;no;yes;no;no;yes;no;37;3.76;0.47;no;0.304548438;plate;OTHER;science;1874lass;1850-1899;1874;the entire journey of the plate c
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;37;0.94;0.47;no;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;the upperside of the tangent-wheel e
1;0;OF;2;2;non-animate;no;yes;no;no;yes;no;38;1.41;0.94;yes;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;the projecting pin of the central boss
1;0;OF;4;1;non-animate;no;yes;no;no;yes;no;36;1.41;2.35;no;0.304548438;OTHER;centre;science;1874lass;1850-1899;1874;the centre of the back-plate of the speculum
1;0;OF;1;1;non-animate;yes;yes;no;no;yes;yes;42;0.94;1.88;no;0.304548438;telescope;size;science;1874lass;1850-1899;1874;the size of the telescope
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;35;6.58;0.47;no;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;the centrality of the speculum
1;0;OF;1;3;non-animate;no;yes;no;no;yes;no;35;1.41;0.47;no;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;the steadiness and horizontality of the back-plate
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;39;0.47;0.47;no;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;the main driving-shaft of the steam-engine
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;35;0.94;0.47;no;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;the setting of the adjustable crank-arm e
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;38;3.29;0.94;no;0.304548438;motion;OTHER;science;1874lass;1850-1899;1874;the object of this transverse motion
1;0;OF;1;1;non-animate;yes;yes;no;no;yes;no;38;1.88;0.47;no;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;the margin of the mirror
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;37;0.94;1.41;no;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;the bosses of the tangent-wheel h
1;0;OF;1;1;non-animate;no;no;no;no;no;no;44;0.47;0.94;no;0.304548438;OTHER;wall;science;1874lass;1850-1899;1874;the wall of the laboratory
3;1;NN;2;1;non-animate;no;yes;no;no;yes;yes;41;3.76;3.29;yes;0.304548438;inches;diameter;science;1874lass;1850-1899;1874;9 NN-inches diameter
1;0;OF;1;1;non-animate;no;no;no;no;yes;no;39;5.17;0.47;no;0.304548438;polisher;OTHER;science;1874lass;1850-1899;1874;the back of the polisher
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;41;5.17;3.29;no;0.304548438;polisher;motion;science;1874lass;1850-1899;1874;the motion of the polisher
1;0;OF;3;2;non-animate;yes;yes;no;no;yes;no;40;0.47;0.47;no;0.304548438;water;application;science;1874lass;1850-1899;1874;the injudicious application of the rouge and water
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;38;7.52;1.88;no;0.304548438;shaft;weight;science;1874lass;1850-1899;1874;the weight of the long shaft c
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;38;0.94;5.64;no;0.304548438;OTHER;teeth;science;1874lass;1850-1899;1874;the teeth of the circular rack
1;0;OF;4;1;non-animate;no;yes;no;no;yes;yes;37;5.64;0.47;no;0.304548438;teeth;OTHER;science;1874lass;1850-1899;1874;the apices of any of the teeth
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;40;5.17;1.88;no;0.304548438;polisher;weight;science;1874lass;1850-1899;1874;the weight of the polisher
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;37;6.58;2.82;no;0.304548438;OTHER;surface;science;1874lass;1850-1899;1874;the surface of the speculum
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;34;5.17;3.29;no;0.304548438;polisher;motion;science;1874lass;1850-1899;1874;the axial motion of the polisher
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;35;0.47;0.47;yes;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;the inside carpentry of dwelling-houses
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;36;1.41;0.47;no;0.304548438;OTHER;OTHER;science;1874lass;1850-1899;1874;the grain of the wood
1;0;OF;1;3;non-animate;yes;yes;no;no;yes;no;40;5.17;0.47;no;0.304548438;polisher;OTHER;science;1874lass;1850-1899;1874;the sweep or stroke of the polisher
1;0;OF;1;1;non-animate;no;no;no;no;no;no;32;7.69;3.17;no;0.304548438;heat;amount;science;1874mall;1850-1899;1874;the amount of heat
1;0;OF;1;4;non-animate;no;yes;no;no;yes;yes;40;3.62;2.26;no;0.304548438;curve;portions;science;1874mall;1850-1899;1874;the upper and lower portions of the curve
1;0;OF;2;1;non-animate;yes;yes;no;yes;yes;no;37;9.95;5.88;no;0.304548438;shell;thickness;science;1874mall;1850-1899;1874;the thickness of the descending shell
1;0;OF;1;1;non-animate;yes;yes;no;yes;yes;no;39;0.45;0.9;no;0.304548438;OTHER;OTHER;science;1874mall;1850-1899;1874;the epoch of mountain-building
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;40;9.95;5.88;no;0.304548438;shell;thickness;science;1874mall;1850-1899;1874;the thickness of the shell
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;38;8.59;0.45;no;0.304548438;OTHER;OTHER;science;1874mall;1850-1899;1874;the accommodation of its volume
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;38;9.95;5.88;no;0.304548438;shell;thickness;science;1874mall;1850-1899;1874;the thickness of the shell
1;0;OF;3;1;non-animate;no;yes;no;no;yes;yes;35;9.95;5.88;no;0.304548438;shell;thickness;science;1874mall;1850-1899;1874;the thickness of the imaginary spherical shell
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;32;13.12;8.59;yes;0.304548438;nucleus;volume;science;1874mall;1850-1899;1874;volume of the nucleus
1;0;OF;2;2;non-animate;no;yes;no;no;yes;yes;37;6.78;7.69;no;0.304548438;globe;contraction;science;1874mall;1850-1899;1874;the actual contraction of our globe
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;36;2.71;0.9;no;0.304548438;OTHER;quantity;science;1874mall;1850-1899;1874;the quantity of matter
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;43;9.95;5.88;no;0.304548438;shell;thickness;science;1874mall;1850-1899;1874;the thickness of the earths solid shell
1;0;OF;2;2;non-animate;no;yes;no;yes;yes;no;44;7.69;0.45;no;0.304548438;temperature;OTHER;science;1874mall;1850-1899;1874;true increment of hypogeal temperature
1;0;OF;1;2;non-animate;no;yes;no;yes;yes;no;39;13.12;7.69;yes;0.304548438;nucleus;temperature;science;1874mall;1850-1899;1874;the mean temperature of the nucleus
1;0;OF;4;1;non-animate;no;yes;no;yes;yes;no;36;3.17;1.81;no;0.304548438;OTHER;nature;science;1874mall;1850-1899;1874;the nature of the whole of the matter
1;0;OF;2;2;non-animate;no;yes;no;no;yes;no;33;1.36;1.36;no;0.304548438;planet;OTHER;science;1874mall;1850-1899;1874;the deep interior of our planet
1;0;OF;4;3;non-animate;no;no;no;no;yes;no;39;0.9;0.45;no;0.304548438;OTHER;origin;science;1874mall;1850-1899;1874;the nature and origin of volcanic heat and energy
2;0;S;1;2;non-animate;no;no;no;no;yes;no;40;1.36;1.36;no;0.304548438;earth;OTHER;science;1874mall;1850-1899;1874;earths solid crust
1;0;OF;1;1;non-animate;yes;yes;no;yes;yes;no;39;7.69;0.45;no;0.304548438;contraction;effects;science;1874mall;1850-1899;1874;the effects of contraction
1;0;OF;2;1;non-animate;yes;yes;no;yes;yes;no;40;0.45;0.9;no;0.304548438;OTHER;OTHER;science;1874mall;1850-1899;1874;the period of scientific history
2;0;S;1;1;animate;yes;yes;no;yes;yes;no;38;4.07;2.71;no;0.304548438;OTHER;OTHER;science;1874mall;1850-1899;1874;authors paper
1;0;OF;1;2;non-animate;yes;yes;no;yes;yes;no;38;0.45;7.69;no;0.304548438;OTHER;contraction;science;1874mall;1850-1899;1874;the total contraction of the slag
1;0;OF;2;1;non-animate;yes;yes;no;yes;yes;no;36;0.45;7.69;no;0.304548438;OTHER;temperature;science;1874mall;1850-1899;1874;the temperature of its issue
1;0;OF;5;1;non-animate;no;yes;no;no;yes;yes;38;0.45;0.45;no;0.304548438;OTHER;OTHER;science;1874mall;1850-1899;1874;the transformation of the mechanical work of mean rock
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;41;0.45;1.36;yes;0.304548438;OTHER;OTHER;science;1874mall;1850-1899;1874;the temperatures of the blast-furnace
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;38;7.69;0.45;no;0.304548438;temperature;OTHER;science;1874mall;1850-1899;1874;the intervals of temperature
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;44;1.81;0.9;no;0.304548438;OTHER;OTHER;science;1874mall;1850-1899;1874;inspection of the diagram
1;0;OF;3;2;non-animate;no;yes;no;no;yes;no;40;7.69;2.26;no;0.304548438;contraction;OTHER;science;1874mall;1850-1899;1874;the mean coefficient of contraction in volume
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;39;7.69;1.36;no;0.304548438;temperature;range;science;1874mall;1850-1899;1874;the total range of temperature
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;34;7.69;0.9;no;0.304548438;temperature;limits;science;1874mall;1850-1899;1874;the limits of temperature
1;0;OF;4;1;non-animate;no;yes;no;no;yes;no;38;7.69;0.9;no;0.304548438;contraction;rate;science;1874mall;1850-1899;1874;the rate of dilatation or of contraction
1;0;OF;1;3;non-animate;no;yes;no;no;yes;no;37;3.62;0.9;no;0.304548438;curve;OTHER;science;1874mall;1850-1899;1874;the two uppermost segments of the curve
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;40;9.95;1.81;no;0.304548438;shell;OTHER;science;1874mall;1850-1899;1874;the descent of the external shell
1;0;OF;1;3;non-animate;no;yes;no;no;yes;yes;34;3.62;0.9;no;0.304548438;curve;OTHER;science;1874mall;1850-1899;1874;the two lowermost segments of the curve
1;0;OF;4;2;non-animate;no;yes;no;no;yes;yes;35;6.78;7.69;no;0.304548438;globe;temperature;science;1874mall;1850-1899;1874;the mean temperature of the nucleus of our globe
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;38;0.9;0.9;no;0.304548438;OTHER;limits;science;1874mall;1850-1899;1874;the limits of the former
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;36;6.78;13.12;no;0.304548438;globe;OTHER;science;1874mall;1850-1899;1874;the nucleus of our globe
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;38;7.69;0.45;no;0.304548438;heat;OTHER;science;1874mall;1850-1899;1874;the annual supply of heat
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;40;6.78;1.36;no;0.304548438;globe;OTHER;science;1874mall;1850-1899;1874;the interior of the globe
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;36;9.95;5.88;no;0.304548438;shell;thickness;science;1874mall;1850-1899;1874;the thickness of the shell
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;42;13.12;7.69;yes;0.304548438;nucleus;temperature;science;1874mall;1850-1899;1874;the highest temperature of the nucleus
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;36;9.95;7.69;no;0.304548438;shell;temperature;science;1874mall;1850-1899;1874;the mean temperature of the shell
2;0;S;1;1;non-animate;no;yes;no;no;yes;no;39;1.36;2.26;no;0.304548438;earth;radius;science;1874mall;1850-1899;1874;earths radius
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;36;13.12;2.71;yes;0.304548438;nucleus;OTHER;science;1874mall;1850-1899;1874;the matter of the nucleus
1;0;OF;2;2;non-animate;no;yes;no;no;yes;no;40;6.78;3.62;no;0.304548438;globe;density;science;1874mall;1850-1899;1874;the mean density of our globe
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;43;2.71;0.45;no;0.304548438;OTHER;values;science;1874mall;1850-1899;1874;the values of s and g
1;0;OF;2;2;non-animate;no;yes;no;no;yes;no;43;6.78;1.36;no;0.304548438;globe;OTHER;science;1874mall;1850-1899;1874;the entire mass of our globe
